-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
1596,2020-07-04,01:00:40,qmaasim,𝕄𝕦𝕙𝕒𝕞𝕞𝕒𝕕 𝔸𝕒𝕤𝕚𝕞 ℚ𝕒𝕞𝕒𝕣,na hote lockdown ka uffer se,Delhi,0,0,0,0,0,0,1
1598,2020-07-04,23:25:05,im_lmc,LalitMohan Choudhury,chessy macroroni <FOOD> <FOOD> <FOOD> <SYMBOLS> pixlmc bangalore india,Karnataka,0,0,0,1,0,0,0
1599,2020-07-04,23:11:57,anchorshivani19,Anchor Shivani,or karo shutdown lockdown limited ab sab bhukto,Karnataka,0,0,0,0,0,0,1
1600,2020-07-04,22:56:18,sarafpayal,Payal Saraf,karnataka case before lockdown and almost look assam how take decision what wait and people ask,Karnataka,0,0,0,0,0,0,1
1601,2020-07-04,22:09:49,adityasr22,Aditya SR,people taiwan airport hold,Karnataka,0,0,0,1,0,0,0
1602,2020-07-04,22:04:36,prakash_aravind,prakash,lockdown possible bangalore u share containment zone,Karnataka,0,0,0,1,0,0,0
1603,2020-07-04,22:02:24,bose_is_boss,Aniruddha,problem people may observe lockdown sunday but rest week many don’t even wear face mask and rule,Karnataka,0,0,0,0,0,0,1
1604,2020-07-04,21:51:02,indiabigtweet,Kris Walker Menon,th tweet if wo not take case increase need complete lockdown day free c immunity building tab,Karnataka,0,0,0,0,0,0,1
1606,2020-07-04,20:54:15,getpitstopin,Pitstop,not clean car post lockdown sanitize completely ac sanitization service and make car safe and germ free <SPACE-TIME> <SPACE-TIME> book zero contact doorstep service today <NEUTRAL>,Karnataka,0,0,0,1,0,0,0
1607,2020-07-04,20:42:10,roshnik49334543,Roshni Kumari,lockdown bengaluru <HAPPY>,Karnataka,0,0,0,1,0,0,0
1608,2020-07-04,20:41:59,gaurav_iphone,Gaurav Jain,dear team where see lockdown and fruit market kr allow run,Karnataka,0,0,0,1,0,0,0
1609,2020-07-04,20:37:37,maheshsenthi,M a h e s h S e n t h i k u m a r,lockdown start pm and vehicle road still if self discipline nothing government do fight virus,Karnataka,0,0,0,0,0,0,1
1610,2020-07-04,20:32:40,rjpallavii,RJ Pallavii,weekend lockdown hour begin stay home remain inside u don’t need go anything everything already home remember,Karnataka,0,0,0,1,0,0,0
1611,2020-07-04,20:20:58,maxmelbin,maxmelbin,another day karnataka case and death case bangalore and death city pls pls stop sunday curfew nonsense and announce another lockdown and test <SAD> <SAD>,Karnataka,0,0,0,0,1,0,0
1612,2020-07-04,20:18:15,sarafpayal,Payal Saraf,what wait do lockdown case community spread start don’t wait become mumbai and delhi impose immediately,Karnataka,0,0,0,0,0,0,1
1613,2020-07-04,20:10:18,kukki1411,Karan Kukreja,still lockdown failure,Karnataka,0,0,0,0,0,0,1
1614,2020-07-04,20:10:04,chiranjeevijety,Chiranjeevi Jetty 🇮🇳,govt <SAD> ,Karnataka,0,0,0,0,0,0,0
1615,2020-07-04,20:01:29,rjpallavii,RJ Pallavii,yup reach figure time lockdown dint want,Karnataka,0,0,0,1,0,0,0
1616,2020-07-04,19:54:29,ashokdharanya,Ashok G,possibility post lockdown era,Karnataka,0,0,0,1,0,0,0
1617,2020-07-04,19:51:56,maxmelbin,maxmelbin,valid question sunday curfew nonsense when govt need proper shutdown week why doesn’t police advise govt full lockdown,Karnataka,0,0,0,0,0,0,1
1618,2020-07-04,18:45:46,bhat_hosanagara,Prasanna_Bhat 🇮🇳,lockdown <LAUGH>,Karnataka,0,0,0,1,0,0,0
1619,2020-07-04,17:53:28,mitbhattacharya,Mit Bhattacharya,sir lockdown everyday please need madurai and model,Karnataka,0,0,0,0,0,0,1
1620,2020-07-04,17:38:45,pavan_kuma__,Pavan Kumar,complete lockdown pm today till,Karnataka,0,0,0,1,0,0,0
1621,2020-07-04,17:38:43,ayeshakhanumak,Ayesha khanum,bhaskar rao tweet lockdown start pm and bangalorecity respect citizen stay home and don’t ask do interest heaven won’t fall if postpone day,Karnataka,0,0,0,0,0,0,1
1622,2020-07-04,16:52:27,n_issar,Mohammad Nissar,don’t create panic among public background music voiceover lockdown day responsible,Karnataka,0,0,0,1,0,0,0
1623,2020-07-04,16:41:53,beingshivashiva,shivashivashiva.in,look look whitefield karnataka india,Karnataka,0,0,0,1,0,0,0
1624,2020-07-04,15:38:30,ankur060291,Ankur,travel bangalore airport allow sunday lockdown try call transport number but help please confirm,Karnataka,0,0,0,0,0,0,1
1626,2020-07-04,15:00:53,leofsaldanha,Leo Saldanha,top reporting during lockdown where question deep reporting investigation claim man lie dead would want know wud who when dead pit,Karnataka,0,0,0,0,0,0,0
1627,2020-07-04,14:35:29,mowgli_libra23,Nisha Barath,broadband connection reach two room flat work home since start lockdown internet connection issue call customer service unproductive quality broadband,Karnataka,0,0,0,1,0,0,0
1628,2020-07-04,13:23:00,ubnarayan,UB Narayana,state after impose day shame if still cannot provide people life r take,Karnataka,0,0,0,0,0,0,1
1629,2020-07-04,13:18:37,mitbhattacharya,Mit Bhattacharya,need lockdown bangalore,Karnataka,0,0,0,1,0,0,0
1630,2020-07-04,12:27:47,shubhakv,ಶುಭ ಕೆ. ವಿ.,due lockdown lose job and year experience data entry wfh prefer kumaraswamy layout,Karnataka,0,0,0,0,1,0,0
1631,2020-07-04,11:07:56,supreethps,Supreeth Bharadwaj,lockdown world xd,Karnataka,0,0,0,1,0,0,0
1632,2020-07-04,10:57:22,arshukla01,Anand Shukla,month lockdown and tremble case day less week preparation month not help u situation god if case go beyond present number cannot,Karnataka,0,0,0,0,0,0,1
1633,2020-07-04,10:11:42,guruprasadgudi,Guruprasad B Gudi|ಗುರುಪ್ರಸಾದ ಬಿ ಗುಡಿ,thank god kar govt sensible and say not lockdown if group want do lockdown govt fine best nothing go come lockdown,Karnataka,1,0,0,0,0,0,0
1634,2020-07-04,09:26:43,ksaurabkunal,saurabh kunal,if lockdown not do become another mumbai delhi economy revive later not life please action,Karnataka,0,0,0,0,0,0,1
1635,2020-07-04,09:09:33,rampapz,Ramesh Kumar R,work pressure many lockdown others family but who wish safe work home but equally pressure work,Karnataka,0,0,0,1,0,0,0
1637,2020-07-04,14:52:40,ck4u_,𝕽𝖆𝖏𝖆,में ने के दौरान से गए,Rajasthan,0,0,0,1,0,0,0
1638,2020-07-04,13:49:14,neeraj_jain75,Neeraj Jain INDIAN,ेवा ही संगठन जी द्वारा में द्वारा किए गए सेवा की समीक्षा आज दिनांक जुलाई शाम बजे की जाएगी इस को करें,Rajasthan,0,0,0,1,0,0,0
1639,2020-07-04,13:28:10,nitenagarwal2,Shagun Agarwal,सभी छात्रों को किया जाए कोरोना बीमारी को से मोदी सरकार द्वारा किए गए lockdown को नहीं होने दिया जाए ।,Rajasthan,0,0,0,0,0,0,1
1640,2020-07-04,11:56:26,chandan72188709,रोंकी चौधरी,का है pm video home safe,Rajasthan,0,0,0,1,0,0,0
1641,2020-07-04,09:43:47,manojgarg2662,Manoj Garg,great sir best lockdown,Rajasthan,0,0,0,1,0,0,0
1645,2020-07-04,22:57:32,bv_mehta,BV MEHTA,appreciable student friendly approach young university academic leader student motivate study use and research facility make career even during lockdown,Gujarat,0,0,0,1,0,0,0
1648,2020-07-04,14:56:55,dactoristic,Panchal Parth Navin,watch saath saathiya lockdown,Gujarat,0,0,0,1,0,0,0
1649,2020-07-04,14:42:56,phanishastri,Ms. Phani Trivedi,period best time clear dumpsite per still not late sir if not day citizen ahmedabad get,Gujarat,1,0,0,0,0,0,0
1650,2020-07-04,12:57:19,darshitjoshi_,Darshit Joshi 🇮🇳🚩,possible bring strict follow and also one cannot another particular zone,Gujarat,0,0,0,1,0,0,0
1652,2020-07-04,13:01:47,vinay_khaware,Vinay,<PISSED> <HAPPY> nike cap starbucks,Maharashtra,1,0,0,0,0,0,0
1654,2020-07-04,21:17:20,iamchika14,OKOᒪI ᐯᗩᒪEᑎTIᑎE ᑕᕼIKᗩ,<HAPPY>,Karnataka,0,0,0,1,0,0,0
1657,2020-07-04,19:11:12,iamchika14,OKOᒪI ᐯᗩᒪEᑎTIᑎE ᑕᕼIKᗩ,get back always stay safe,Karnataka,0,0,0,1,0,0,0
1658,2020-07-05,23:42:09,_pallavibajaj,pallavi,pre covid tomorrow would cancel monday” due heavy rainfall,Maharashtra,0,0,0,1,0,0,0
1659,2020-07-05,23:36:03,pinky_ridlane,Pinky ridlane,sir please mujhe thik hu koi covid ya koi problem nai but ke lie uttarakhand allow nai kar raha please meri ka,Maharashtra,0,0,0,0,1,0,0
1660,2020-07-05,23:17:34,renjiplr,R@nj!,covid case,Maharashtra,0,0,0,1,0,0,0
1661,2020-07-05,23:06:00,yuvapradeepk,Pradeep khedekar- प्रदीप खेडेकर,friend plz see amit shah ji interview u understand why covid case r increase bmc work,Maharashtra,0,0,0,0,0,0,1
1663,2020-07-05,22:50:25,misfitkudi,I Wine A Lot,one covid look back think i’ve infect year <DOUBT>,Maharashtra,0,0,0,1,0,0,0
1664,2020-07-05,22:45:52,maaafoundation,Make-A-Wish Activities Association(MAA Foundation),covid update maharashra mumbai and,Maharashtra,0,0,0,1,0,0,0
1665,2020-07-05,22:36:26,maaafoundation,Make-A-Wish Activities Association(MAA Foundation),covid update maharashra mumbai and mumbai,Maharashtra,0,0,0,1,0,0,0
1666,2020-07-05,22:11:05,toothfairy_doc,Dr. Ossein Tusk,dr akshay thakur bd reside mumbai left u today even due arrest follow covid cannot do much pray strength family bear loss om shanti,Maharashtra,0,0,0,0,1,0,0
1667,2020-07-05,22:00:49,imdharamveer,Dharamveer Singh,sahi kiya na,Maharashtra,0,0,0,1,0,0,0
1668,2020-07-05,21:37:59,chaitanyathuse1,Chaitanya Thuse,uncle covid positive doctor advise inj mg vial concerned physician critical need inj treatment please help,Maharashtra,0,0,0,0,0,0,1
1669,2020-07-05,21:32:12,leztah,Lockdown Leztah,india rd high number covid positive case world,Maharashtra,0,0,0,0,0,0,1
1670,2020-07-05,20:52:36,indib11,Indira,keep do good work sir cm old sharad pawar who get rain speak n get sympathy r sit home n watch tv day day covid r increase n particular mumbai udhav thackeray n pawar r,Maharashtra,0,0,0,0,0,0,1
1671,2020-07-05,20:37:55,a_vghosalkar,Abhishek Ghosalkar,shortage remdisivir and toculizimab injection which use treatment covid patient and black market please look serious matter and resolve early,Maharashtra,0,0,0,0,1,0,0
1672,2020-07-05,20:21:48,smitjoshi11,smit joshi,today covid case come neighbor building heena elegance nagar however people building roam street and building compound please look,Maharashtra,0,0,0,0,1,0,0
1673,2020-07-05,20:16:12,yesteethatsme,SANJAY THAMPY,loss book covid and consider possible credit loss article approach march future and plan nbfc asset,Maharashtra,0,0,0,1,0,0,0
1674,2020-07-05,19:51:47,iamtapanpandya,🙏🏡😷🇮🇳,jagannath sorte resident e admit fr treatment face breathing oxygen shortage result chest pain authority r nt attend th patient,Maharashtra,0,0,0,0,0,0,1
1675,2020-07-05,19:17:33,maitr14,maitri,what covid,Maharashtra,0,0,0,1,0,0,0
1676,2020-07-05,19:13:32,nileshkatariya,Nilesh Katariya,live goal serve million people affected covid pandemic zero fund and partner and meet goal,Maharashtra,0,0,0,1,0,0,0
1677,2020-07-05,18:48:04,sunilsh67240081,Sunil Shenoy,sir pl guide how many day quarantine must building which positive covid case found cant flat which case found others building simply get stuck not allow go even daily essential pl guide,Maharashtra,0,0,0,0,1,0,0
1679,2020-07-05,18:34:52,sunilsh67240081,Sunil Shenoy,how many day building if covid positive case found cant floor quarantine instead entire building simply stuck last day pl guide or help,Maharashtra,0,0,0,0,1,0,0
1680,2020-07-05,18:12:20,shayanacharya,Shayan Acharya,covid vaccine before say science ministry,Maharashtra,0,0,0,1,0,0,0
1681,2020-07-05,18:04:44,oyehooye,Gaurav Kamboj,what covid vaccine never developed,Maharashtra,0,0,0,1,0,0,0
1682,2020-07-05,18:02:47,sunnyagro,saveNaviMumbaiWetlands,में के पर की से जंगल और के पर covid जैसी की से न ेवनबचाओ,Maharashtra,0,0,0,1,0,0,0
1683,2020-07-05,17:58:55,sunnyagro,saveNaviMumbaiWetlands,must demand stop infrastructure project like road railway forest ensure pandemic like covid not,Maharashtra,0,0,0,0,0,0,1
1684,2020-07-05,17:55:08,mehulbhuta,Mehul Bhuta 🇮🇳,abhi covid aur china ka shuru hoga hai ab,Maharashtra,0,0,0,1,0,0,0
1685,2020-07-05,17:08:42,manoj234,manoj balakrishnan,covid negative people left,Maharashtra,0,0,0,1,0,0,0
1686,2020-07-05,16:57:12,angelsneverland,RuchiNayak,movie release tomorrow hope people love film much re launch big screen post covid show love,Maharashtra,0,0,0,1,0,0,0
1688,2020-07-05,15:29:55,devalelove,Rahul devale,soldier kept make shift ward close contact chinese during combat sop health requirment and top quarantine fr covid also mandatory and fr detection high area,Maharashtra,0,0,0,0,0,0,1
1689,2020-07-05,15:25:00,drrrsingh,Dr Rajendraprasad R.Singh,today purnima defeat covid pandemic mask hand and safety kit north east district congress work president dr r r along president shri preniel nair ji,Maharashtra,0,0,0,1,0,0,0
1690,2020-07-05,15:11:28,naushadspeaks,A.M.Naushad,thank sir decision great step towards fight covid pandemic situation,Maharashtra,0,0,0,1,0,0,0
1691,2020-07-05,15:06:22,ishanmaz1,"Ishan N. Mazmudar, CFP®",claim offering personal loan and when ask how come low rate say it’s part ongoing covid scheme case people,Maharashtra,0,0,0,0,0,0,0
1692,2020-07-05,14:59:48,nandan15889,Nandan Shandilya,understand but pre covid and during covid effect behavioural difference modi and,Maharashtra,0,0,0,1,0,0,0
1693,2020-07-05,14:41:08,expo_smart,Smart Home Expo™,touchless tech transform new age home during covid,Maharashtra,0,0,0,1,0,0,0
1694,2020-07-05,14:10:30,dipubaby,Dipavali Naik,sitaraman mr and ma nirmalaji why play football u depositor pmc bank if save covid case think u money how survive do not make example u,Maharashtra,0,0,0,0,1,0,0
1695,2020-07-05,13:53:50,kapilkaria,Kapil Karia 🇮🇳,please look black market covid treatment remedesivir extra not give bill also patient need,Maharashtra,0,0,0,0,0,0,1
1696,2020-07-05,13:53:33,shimographer,Яohit Abhyankar,priority tackle covid crisis aaditya thackeray question h <DOUBT>,Maharashtra,0,0,0,0,0,0,1
1697,2020-07-05,13:51:06,sanjaysharma721,"Loveindia , वंदेमातरम",rgf answer friendly freedom fighter never get convict and go get real debate point take and pandamic not party specific if do not covid or punjab please talk logic,Maharashtra,0,0,0,0,1,0,0
1698,2020-07-05,23:42:04,psharma1099,Pulkit Sharma,india finally covid case outpace agree jee win wrong race,Delhi,0,0,0,1,0,0,0
1699,2020-07-05,23:41:28,ankitgupta169,Ankit gupta,family covid positive today receive call cm sir plasma and humble good initiative sir also yes donate plasma,Delhi,1,0,0,0,0,0,0
1700,2020-07-05,23:33:30,pradeeplovesall,"Pradeep Chowdhary (Aviation,Commn & Security)",if work well why many death and suffer american people must work seriously make vaccine and drug covid,Delhi,0,0,0,0,0,0,1
1701,2020-07-05,23:11:01,gaurava24124128,Gaurav Arora,hue and cry icmr letter first developed covid vaccine when drug japan launch why cannot actual vaccine notification speed,Delhi,0,0,0,1,0,0,0
1702,2020-07-05,22:46:33,aiimsrda,RDAAIIMS,candlelight rda aiims healthcare worker and patient who lose life treat covid infection may rest peace aiims,Delhi,0,0,0,0,0,0,1
1703,2020-07-05,22:38:43,ompsychiatrist,Dr. Om Prakash,link study,Delhi,0,0,0,1,0,0,0
1704,2020-07-05,22:21:25,utkarsh10,Utkarsh Ranjan,delhi report new case discharge and death report total test do last hour rt pcr test and rapid test do,Delhi,0,0,0,1,0,0,0
1705,2020-07-05,22:08:38,kunjmalhotra5,Kunj Malhotra🇮🇳,city experience hike vid case delhi state manage covid best compare state thanks early preparation goverment critic where,Delhi,0,0,0,1,0,0,0
1706,2020-07-05,22:07:56,thekapilgandhi,Kapil Gandhi,do add india count or,Delhi,0,0,0,1,0,0,0
1707,2020-07-05,21:22:11,rajivdu33701115,Rajiv Duggal,covid india win wrong race total case cross,Delhi,0,0,0,1,0,0,0
1709,2020-07-05,20:27:23,akumar2408,Abhishek Kumar,and there’s enough evidence increase covid infection risk small air condition space take,Delhi,0,0,0,0,0,0,1
1710,2020-07-05,20:18:22,singh_shreepal,IPC,covid wuhanvirus crime china against humanity economic loss cause ww china must force world damage do every country,Delhi,0,0,0,1,0,0,0
1711,2020-07-05,19:42:14,ritudha70003650,Ritu Dhawan,ma’am word not enough express gratitude dedication hour pandemic covid god bless <SAD> stay bless stay healthy,Delhi,0,0,0,0,0,0,1
1713,2020-07-05,19:40:05,proframeshchan3,Prof Ramesh Chandra,u s waste time bought covid lockdown what,Delhi,0,0,0,0,0,0,1
1714,2020-07-05,19:25:04,drnareshsingh2,Dr. Naresh Singh,doctor patient cost covid,Delhi,0,0,0,1,0,0,0
1715,2020-07-05,19:17:00,maheshu483,Mahesh Kumar,crisis doctor not ready work hospital,Delhi,0,0,0,0,0,0,1
1716,2020-07-05,19:10:57,sharmakhemchand,khemchand sharma,thanks sir help helpless delhi useless state govt provide new hospital test facility delites feel much after,Delhi,0,0,0,1,0,0,0
1717,2020-07-05,19:07:06,sulu112,DR SK MISHRA,ignorants ignore covid vaccine before say science ministry ndtv,Delhi,0,0,0,1,0,0,0
1718,2020-07-05,19:01:55,manoj_9966,Manoj 🇮🇳 ⚛🕉☪✝⚛,covid case kerala today foreign state contact dsc cisf bsf negative total case active discharge death,Delhi,0,0,0,1,0,0,0
1719,2020-07-05,18:40:59,velvet_canyon,Akanksha Grover,really indian knew consequence include and u why blame ruling party do take enough step country case covid everyone responsible stop play politics shame name congress,Delhi,0,0,0,0,0,0,0
1720,2020-07-05,18:35:40,bikrambadajena,⏩,crestron outfit office and worker video covid and via,Delhi,0,0,0,1,0,0,0
1721,2020-07-05,18:31:48,arvindgunasekar,Arvind Gunasekar,let’s please leave and expert covid vaccine let’s not reduce even medicine and management <SAD>,Delhi,0,0,0,0,0,0,0
1722,2020-07-05,18:27:41,arvindgunasekar,Arvind Gunasekar,why vaccine covid ready use before edit statement,Delhi,0,0,0,1,0,0,0
1723,2020-07-05,18:16:49,singh_shreepal,IPC,wuhanvirus k covid great crime china make whole world suffer world need unite hold china force if need uno veto weilding china every country must compensate damage,Delhi,0,0,0,0,0,0,1
1724,2020-07-05,17:46:41,meenukartar1,Meenu Sehrawat,हमारे देश के माननीय श्री ित जी माननीय श्री ाजनाथ जी एवं दिल्ली के ्री प्रवेश साहिब जी ने बिस्तर वाले ्पताल का किया हैं,Delhi,0,0,0,0,0,0,1
1725,2020-07-05,17:15:51,iacabdulrahim,𝔸𝕓𝕕𝕦𝕝 ℝ𝕒𝕙𝕚𝕞,why not able build covid care center like delhi bjp rule state,Delhi,0,0,0,0,0,0,1
1726,2020-07-05,17:14:21,13kingkunal,kunal,ji need case u busy china covid but kill nd r hiding crime always say ye desh,Delhi,0,0,0,0,1,0,0
1727,2020-07-05,17:14:02,iacabdulrahim,𝔸𝕓𝕕𝕦𝕝 ℝ𝕒𝕙𝕚𝕞,india covid test credit go,Delhi,0,0,0,1,0,0,0
1728,2020-07-05,17:12:32,namanjainbjp,Naman Jain 🚩,require b blood plasma therapy cure covid patient asap contact,Delhi,0,0,0,1,0,0,0
1729,2020-07-05,17:09:34,iacabdulrahim,𝔸𝕓𝕕𝕦𝕝 ℝ𝕒𝕙𝕚𝕞,question if covid center delhi make why not able make gujrat,Delhi,0,0,0,0,0,0,0
1730,2020-07-05,17:07:14,iacabdulrahim,𝔸𝕓𝕕𝕦𝕝 ℝ𝕒𝕙𝕚𝕞,fact sardar covid care centre hospital <SYMBOLS> administer water work delhi govt hospital delhi govt,Delhi,0,0,0,0,0,0,1
1732,2020-07-05,16:53:55,sangeetabjp,Sangeeta Tyagi Sharma पूर्व प्रधानाचार्या,visit bed sardar covid hospital bed built record time drdo son along raksha ji   <NEUTRAL>,Delhi,0,0,0,0,0,0,1
1733,2020-07-05,16:52:57,omkaraap,"🇮🇳Omkar Yadav,🇮🇳एक आम आदमी 🇮🇳",अरे भाई देश मे नहीं covid centre की है,Delhi,0,0,0,1,0,0,0
1734,2020-07-05,16:51:46,anujdedha9,🅰️nujdedha,में बिस्तर वाले विश्व के सबसे हॉस्पिटल का लेने वाले जी की बाकी में उनकी सरकार है पर हॉस्पिटल क्यों नही बना वो,Delhi,0,0,0,0,1,0,0
1735,2020-07-05,16:47:26,omkaraap,"🇮🇳Omkar Yadav,🇮🇳एक आम आदमी 🇮🇳",amit जी इतना ही काम करने का है तो ऐसे covid centre पूरे गुजरात में बना लोग अस्पताल के बाहर मर रहे है,Delhi,0,0,0,0,0,0,1
1736,2020-07-05,16:43:00,anupammspeaks,Anupam Mishra,first corona positive patient year old delhi receive admit indo tibean border police itbp doctor sardar covid care centre and hospital soami beas chhatarpur new delhi,Delhi,0,0,0,0,0,0,1
1737,2020-07-05,16:39:43,tricksideas037,🇮🇳 Pramod Sharma,that’s why surprised see number which share it’s covid time and covid number think <DOUBT> when start,Delhi,0,0,0,0,0,0,1
1738,2020-07-05,23:40:37,brijeshkalappa,Brijesh Kalappa,kodagu impact covid not heard even much either bjp who power bjp pratap simha who won second consecutive election not even,Karnataka,0,0,0,0,0,0,0
1739,2020-07-05,23:38:59,rameshb31816910,ರಮೇಶ್ ಬಾಬು,covid postive ha,Karnataka,0,0,0,0,0,0,0
1740,2020-07-05,23:07:43,guruprasadgudi,Guruprasad B Gudi|ಗುರುಪ್ರಸಾದ ಬಿ ಗುಡಿ,think how system work number show covid infection corroborate various lab and present number infection happen much before and not day number slowly trickle result come think,Karnataka,0,0,0,0,0,0,1
1741,2020-07-05,23:07:19,anup_kumar_kar,Anup_says,covid recover patient ask contact sample collection and monitoring quarantine facility and chance get impact,Karnataka,0,0,0,0,0,0,0
1742,2020-07-05,23:00:49,guruprasadgudi,Guruprasad B Gudi|ಗುರುಪ್ರಸಾದ ಬಿ ಗುಡಿ,guy number number don’t one day number pm pm system and covid infection don’t happen way okay let’s start infect ppl pm and let’s stop pm today and let’s number show number,Karnataka,0,0,0,0,0,0,1
1743,2020-07-05,22:44:06,shailkumar4sap,Shailendra Kumar,pls call around tomorrow morning if possible or fail understand why e cannot issue without go anywhere bangalore becomes bit covid walk get physical,Karnataka,0,0,0,1,0,0,0
1744,2020-07-05,22:23:18,bholanathdutta,Bholanath Dutta 🇮🇳,really serious concern government covid treatment private hospital,Karnataka,0,0,0,0,0,0,1
1745,2020-07-05,22:18:15,naresha_g,Naresh G,thank sir covid situation bangalore karnataka govt action plan not create panic virus bring awareness,Karnataka,0,0,0,1,0,0,0
1746,2020-07-05,22:09:39,madhavareddy_1,Madhava Reddy Bonam,someone post kcr video lot word care towards public covid along excellent bgm not kcr <HAPPY> want video remember action word,Karnataka,1,0,0,0,0,0,0
1747,2020-07-05,21:54:58,thiyagiyer,Thiyag Iyer,anyone see minister after announce loan nothing economy front minister covid case increase another complete shutdown but if happens state financial increase,Karnataka,0,0,0,1,0,0,0
1748,2020-07-05,21:54:24,nrevanna1,Chowkidar N Revanna,patient like heart kidney etc not get treatment due bed ventilator problem and hospital covid patient request shift covid patient help patient like and also daily,Karnataka,0,0,0,0,0,0,0
1749,2020-07-05,21:41:26,mansoorkhan1314,Mansoor Khan 🇮🇳,govt karnataka lose covid plot minister interested one and money matter cm look helpless people suffer,Karnataka,0,0,0,0,0,0,1
1750,2020-07-05,21:30:10,jagades23967207,Jagadesh,karnataka never forget bad ruling bjp during covid crisis r loot money name ruling party thought book leader but not kr party worker,Karnataka,0,0,0,0,0,0,1
1752,2020-07-05,20:44:34,prabhatmilan,Prabhat,house non stop coverage covid mismanagement mumbai delhi and why when come bangalore aren’t nation,Karnataka,0,0,0,0,0,0,1
1753,2020-07-05,20:24:25,prajwalmanipal,Prajwal,govt article say covid vaccine before,Karnataka,0,0,0,1,0,0,0
1754,2020-07-05,20:10:30,shetty_rajith,Rajith kumar Shetty,karnataka govt fail arrange basic facility treat covid patient karnataka people do pretty well curve karnataka govt good month but fail whole cm minister use,Karnataka,0,0,0,0,0,0,1
1755,2020-07-05,20:00:56,prajwalmanipal,Prajwal,july karnataka report covid case bengaluru report case,Karnataka,0,0,0,1,0,0,0
1756,2020-07-05,19:45:15,loith_v,Loith V Harsha,people leave and move village fear raise covid due govt karnataka,Karnataka,0,0,0,0,0,0,0
1757,2020-07-05,19:41:12,nashemanrizwan,Rizwan Asad,nasheman news ground zero report nasheman news back drop hour lockdown government impose order view rise case covid lockdown pm lockdown success nasheman news,Karnataka,0,0,0,1,0,0,0
1758,2020-07-05,19:37:50,loith_v,Loith V Harsha,covid situation bjp leader loot money name covid,Karnataka,0,0,0,1,0,0,0
1759,2020-07-05,19:36:01,twinklingtina,Tina Basu,look another lockdown god but hindsight good covid case keep increase today spent full curfew do need to…,Karnataka,1,0,0,0,0,0,0
1760,2020-07-05,19:22:05,karthikmanay,karl767,sir please complete lockdown bangalore city week number covid case rise social distance maintain people not wear mask public ernest request rwas and concerned citizen shanthalanagar area ward,Karnataka,0,0,0,0,0,0,0
1761,2020-07-05,19:16:02,brijeshkalappa,Brijesh Kalappa,covid patient wait day end gain admission hospital patient wait till turn corps ambulance when central government ask u live covid do actually die,Karnataka,0,0,0,0,0,0,1
1762,2020-07-05,18:55:11,maheshvallem44,Mahesh Vallem,million covid chibn,Karnataka,0,0,0,1,0,0,0
1763,2020-07-05,18:50:48,maheshvallem44,Mahesh Vallem,covid service service,Karnataka,0,0,0,1,0,0,0
1764,2020-07-05,18:45:35,grovervj,VIJAY,appeal where stand today hope young medical help hand run covid,Karnataka,0,0,0,1,0,0,0
1765,2020-07-05,18:28:40,rakshithbm8,RAKSHITH B M,covid rise peak karnataka might government postpone,Karnataka,0,0,0,1,0,0,0
1768,2020-07-05,18:28:06,vip_sambaragi,Prashanth Sambargi,india large care center ccc effort central goverment real shame take credit,Karnataka,0,0,0,0,0,0,1
1776,2020-07-05,18:13:35,drharimaram,Dr.Hari KrishnaMaram,congratulation friend mr v reddy british biologicals bring new product time india vegan d gummies additional against covid…,Karnataka,0,0,0,0,0,0,1
1777,2020-07-05,18:13:33,maheshvallem44,Mahesh Vallem,covid test,Karnataka,0,0,0,1,0,0,0
1778,2020-07-05,15:59:11,errajkumarmeena,Rajkumar Meena,question amit shah if covid centre delhi or make why note hi able make pradesh gujarat,Rajasthan,0,0,0,1,0,0,0
1779,2020-07-05,09:55:12,richii301,Richa Biswas,concern recent protest medical college against make medical college covid and academic curriculum and treatment non covid patient and,Rajasthan,0,0,0,1,0,0,0
1780,2020-07-05,23:17:02,rahul148_,Environmentalist,must fight change covid,Gujarat,0,0,0,1,0,0,0
1781,2020-07-05,21:53:42,birendraksing11,Birendra K Singh,covid respect mamta di one reason wb indian traitor,Gujarat,0,0,0,1,0,0,0
1782,2020-07-05,21:12:36,kaizadghadiali,Kaizad🇮🇳,use treat patient viral infection science since age even kirlian or aura prove heal many year successful treat law who get infect covid,Gujarat,0,0,0,0,0,0,1
1783,2020-07-05,20:22:54,siddmitt,Siddharth Mittal🇮🇳,found know activity level covid u texas state medical association if like standard living activity help people thought would good share,Gujarat,0,0,0,1,0,0,0
1784,2020-07-05,15:36:25,jigargapndya,Jigar Pandya,planning build development platform who opportunity covid time help raise fund and highly appreciate,Gujarat,0,0,0,0,0,0,1
1785,2020-07-05,10:20:01,sachin___singh,Sachin Singh,look rate case arise during during situation lakh or million covid case far away stay home support people trust government pray front leader and  ,Gujarat,0,0,0,1,0,0,0
1786,2020-07-05,09:15:17,healthy_heartdr,Vineet Sankhla,covid test how rt pcr truenat test differ strength and limitation,Gujarat,0,0,0,1,0,0,0
1787,2020-07-05,07:38:17,aslam_khan7143,Aslam Khan,covid negative <SARCASM>,Gujarat,0,0,0,1,0,0,0
