-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
1108,2020-06-12,9:06:07,ampinitynews,Ampinity News,corona virus britain left behind india becomes fourth affected country,"19.071217,72.929863,23km",,,,,,,1
1109,2020-06-12,9:05:09,veerbalajivir,BALAJI VIR,corona stage <NATURE> जिना यहाँ यहाँ इसके जाना कहाँ <SYMBOLS>,"19.071217,72.929863,23km",,,,,,,1
1110,2020-06-12,9:01:01,hnlmarathi,Headline Marathi,r राज्यात दिवसागणिक कोरोनाचा आहे कोरोनाचा एक आहे,"19.071217,72.929863,23km",,,,,1,,
1111,2020-06-12,8:59:39,missdoportunity,Rajan 🇮🇳,hand soap sanitizer frequently please remember mask shield keep corona away message not panic but concern important do take care self family n yr extend family well है तो है,"19.071217,72.929863,23km",,,,1,,,
1112,2020-06-12,8:59:37,missdoportunity,Rajan 🇮🇳,dear corona still challenge present though impose lockdown but time when go self impose lockdown much earlier hence sincere personal advice take precaution,"19.071217,72.929863,23km",,,,,,,1
1113,2020-06-12,8:56:28,abpmajhatv,ABP माझा,वाढत एक आहे आले आहे,"19.071217,72.929863,23km",,,,1,,,
1114,2020-06-12,8:54:20,msinhaji,Mrinmoy Kashyap Sinha,hospital not allow regular patient amid fear corona across nation step check thing,"19.071217,72.929863,23km",,,,,1,1,
1115,2020-06-12,8:53:47,shabaazmansoori,Afridi ke abbu,corona worry not,"19.071217,72.929863,23km",1,,,,,,
1116,2020-06-12,8:53:32,aburehman1,RHYN,change name new make corona free,"19.071217,72.929863,23km",,,,1,,,
1117,2020-06-12,8:53:29,kshaymaheshwari,Akshay Maheshwari,compare corona patient india country world lot difference population country population india sometimes kind comparison creates confusion,"19.071217,72.929863,23km",,,,,,,1
1118,2020-06-12,8:51:44,writetoatul,Atul Kumar,हमें परीक्षा का निर्णय लेने का अधिकार नहीं है हमें देश का सरकार है यह निर्णय लेने का अधिकार,"19.071217,72.929863,23km",,,,,,,1
1119,2020-06-12,8:50:18,jainmanish123,Manish Jain,mva found corona positive source india tv,"19.071217,72.929863,23km",,,,,,,1
1121,2020-06-12,8:47:21,amarjitsa,अमरजीत सिंह अरोड़ा 💯 % FB,do please,"19.071217,72.929863,23km",,,,1,,,
1122,2020-06-12,8:46:44,shaileshbihani1,shailesh bihani,hi team bhiwandi uncle year old doubt corona fever cough since last day problem try call helpline number not work please help,"19.071217,72.929863,23km",,,,,1,,
1124,2020-06-12,8:43:20,anamikavinod,V.KS,sir say r not community transfer u ask if why many corona case daily increase think reason community transfer could reason spike if guide take precaution pl,"19.071217,72.929863,23km",,,,,1,,1
1126,2020-06-12,8:41:59,dipenrb,Aatmanirbhar Dipen,person who could read data think could also see corona virus bmc class social team join covid test lab help increase test rate,"19.071217,72.929863,23km",,,,1,,,
1128,2020-06-12,8:41:42,rajneeshagrawa1,RAJNEESH AGRAWAL,time india effective analysis stimulus package r lac crore central govt view corona crisis article former cvc officer n know how govt d bank catch,"19.071217,72.929863,23km",,,,1,,,
1129,2020-06-12,8:41:31,writetoatul,Atul Kumar,बाजार बंद है है। देश है परीक्षा है।,"19.071217,72.929863,23km",,,,,,,1
1131,2020-06-12,8:37:11,shweta_shalini,Shweta Shalini,anothe cabinet minister test corona positive not mumbai but come meeting get infect infect staffer today,"19.071217,72.929863,23km",,,,,,,1
1132,2020-06-12,8:37:08,imjanak7,Janak,sir everyperson who say exam conduct do outrage against if after exam due whatever reason one predict corona exam cancel later date know one side kua one side khai <SAD>,"19.071217,72.929863,23km",,,,,1,,
1133,2020-06-12,8:36:42,rupeshagarwal4,Rupesh agarwal,aur sab mar gaye aa gayi corona toh ne hai naa ki marzi ke bina kuch nahi hota duniya kyon toh le sabko ne sabko kar diya usko ab de dena chahiye aur jaana chahiye,"19.071217,72.929863,23km",,,,1,,,
1134,2020-06-12,8:35:42,dineshmourya4,Dinesh Mourya,another gov infect corona virus minister come five staff also found positive,"19.071217,72.929863,23km",,,,,,,1
1135,2020-06-12,8:31:31,mjfdatta,AMITABHA DATTA,great mistake international flight come india january march around lac passenger actually main source corona bring corona if properly non effect country,"19.071217,72.929863,23km",,,,,,,1
1136,2020-06-12,8:30:14,shekhargawade,Shekhar Gawade,surely defeat corona,"19.071217,72.929863,23km",1,1,1,,,,
1137,2020-06-12,8:29:31,kavi74,Kavindra Mishra,whole business shut everything weekend doesn’t make sense corona doesn’t day amexceof state govts approach thing properly,"19.071217,72.929863,23km",,,,,,,1
1138,2020-06-12,8:28:11,navneet,Navneet,why not allow people test corona cut lab time wo not common citizen right health care hence right life,"19.071217,72.929863,23km",,,,,,1,
1139,2020-06-12,8:25:27,sunilpansare,Sunil R. Pansare,do not know which part country if go treat corona fashion god save u,"19.071217,72.929863,23km",,,,1,,,
1140,2020-06-12,8:25:26,krishntripathi,Rhyme & Reason,if corona virus could bought money or go morning walk way know how tackle problem,"19.071217,72.929863,23km",,,,1,,,
1141,2020-06-12,8:23:34,tweet_by_sid,SIDDIQUE💞,random people modi ji aapne corona ke time pe daru ki q khulwa di le modi,"19.071217,72.929863,23km",,,,1,,,
1142,2020-06-12,8:22:21,bhambedkar,Vilas Ramchandra Bhambedkar,happy show how spread corona let spread corona maharashtra let people die say free look maharashtra become state do shame behavior,"19.071217,72.929863,23km",,,,,1,1,1
1143,2020-06-12,8:16:51,dailyyjhd_,Daily YJHD memes project,corona virus se dar nai lagta le indian,"19.071217,72.929863,23km",,,,1,,,
1144,2020-06-12,8:15:26,ranjanprafulla,prafulla ranjan,but true corona patient mcd hospital if true ak concern right bjp much big role play life people delhi,"19.071217,72.929863,23km",,,,1,,,
1146,2020-06-12,8:13:26,balajibs87,Balaji Shripatwad,dear like best actor covinhood corona virus film industry whose god corona virus rsst support know well public already best actor industry god bless <SAD>,"19.071217,72.929863,23km",,,,1,,,
1147,2020-06-12,8:12:37,karukhatri32,Karan Khatri 🇮🇳,mahahratra cm want lockdown do not understand minister maharashtra without social distance one affected corona how if government not follow how come expect people follow,"19.071217,72.929863,23km",,,,,1,1,
1148,2020-06-12,8:11:49,ampinitynews,Ampinity News,one person die corona virus three new case report,"19.071217,72.929863,23km",,,,,,,1
1149,2020-06-12,8:08:08,oddity1912,🆎 Aditi,not guy do corona exit poll,"19.071217,72.929863,23km",,,,1,,,
1150,2020-06-12,8:07:11,philip_goswami,Philip Goswami,but note must radar but implementation delhi dispur might impact high power corona <HAPPY>,"19.071217,72.929863,23km",,,,1,,,
1151,2020-06-12,8:07:05,fipdiabganesh,ganesh jadhav,bhai kuch karo compare se waha ki citizen ki responsibility bhi dekho yaha tum jaise se aur pe bina walo se bhi hai corona thodi hai,"19.071217,72.929863,23km",,,,1,,,
1152,2020-06-12,8:05:43,girishmallya,گریش Girish Mallya,recovery acceptance corona stay live short term spike number before,"19.071217,72.929863,23km",,,,,,,1
1153,2020-06-12,8:05:39,sunnyjchettiar,Sunny Chettiar,many expert country who manage corona virus systematically come know proper medicine available till date cure found restrict management but unfortunately civil body take initiative,"19.071217,72.929863,23km",,,,,,,1
1154,2020-06-12,7:59:42,ampinitynews,Ampinity News,amidst corona crisis kejriwal government delhi order kovid hospital arrange oxygen every bed,"19.071217,72.929863,23km",,,,1,,,
1155,2020-06-12,7:56:00,jatinsshah2,Jatin S Shah,take walk need not run corona,"19.071217,72.929863,23km",,,,,,,1
1156,2020-06-12,7:53:42,shuklajitups,Jitendra Shukla 🇮🇳,forget who hand cure corona why discriminate even pandemic why must baba ramdev fun,"19.071217,72.929863,23km",,,,,,,1
1157,2020-06-12,7:45:16,abhi_pingu86,Abhishek,bjp responsible spread corona country u hold month old govt accountable who ruling maharashtra last year,"19.071217,72.929863,23km",,,,,,,1
1158,2020-06-12,7:45:09,abpmajhatv,ABP माझा,मंत्री आणि हे कोरोनाची लागण मंत्री,"19.071217,72.929863,23km",,,,1,,,
1159,2020-06-12,7:43:45,akashsonetha,AKASH SONETHA,new name weh corona express,"19.071217,72.929863,23km",,,,1,,,
1160,2020-06-12,7:38:38,anand080187,Anand Gaikwad,evm से चुनाव होने पर corona का ख़तरा क्योंकि एक ही बटन को लोग टच करेंगे इसलिए देशमे बैलेट पेपर से चुनाव हो <HAPPY> <LAUGH> <LAUGH> े खत्,"19.071217,72.929863,23km",,,,1,,,
1161,2020-06-12,7:38:32,lobstersilly,NTwerleman,go corona,"19.071217,72.929863,23km",,,,1,,,
1163,2020-06-12,7:33:11,ampinitynews,Ampinity News,coronavirus case new corona patient people infect death far,"19.071217,72.929863,23km",,,,,,,1
1164,2020-06-12,7:33:06,sharmurta,Jinx,earlier corona anxiety make night fear lose job keep dunno if anyone go get unscathed,"19.071217,72.929863,23km",,,,,1,,
1165,2020-06-12,7:32:52,nami_gopal,Dr. Namita Gopal,really easy please avoid unnecessary message,"19.071217,72.929863,23km",,,,1,,,
1166,2020-06-12,7:28:13,jayantgajria,Jayant UnKill,announce public movement seem corona declare go work part time during weekend,"19.071217,72.929863,23km",,,,1,,,
1167,2020-06-12,7:28:07,brand_suveer,एस के पाण्डेय,vaccine urgently need godman’ who hand dy coronavirus,"19.071217,72.929863,23km",,,,,1,,
1168,2020-06-12,7:13:39,skagrawal29,joblesscoronamahamari,sir ji ap logo ka waqt ek hi satta karna ko isliye aj rally ho rahi corona jaise mahamari,"19.071217,72.929863,23km",,,,,,,1
1169,2020-06-12,7:09:52,p_rateek92,prateek kumar,corona left,"19.071217,72.929863,23km",,,,1,,,
1170,2020-06-12,6:58:57,idea_cares,Idea Customercare,hi safety update general hygiene preventive measure avoid exposure corona virus release per govt india unable stop please bear u aarti,"19.071217,72.929863,23km",,,,1,,,
1171,2020-06-12,6:54:05,ampinitynews,Ampinity News,new case corona report,"19.071217,72.929863,23km",,,,,,,1
1172,2020-06-12,6:53:15,parthanarayan,Partha Narayan Dash,china never ever give correct information country who govt people right truth come world chinease product also who chinese good spread corona,"19.071217,72.929863,23km",,,,,,,1
1173,2020-06-12,6:52:02,esenseup,Vincent C,new reality adapt living corona impossible live without,"19.071217,72.929863,23km",,,,1,,,
1174,2020-06-12,6:49:32,drpotwarctvs,SushrutPotwar,mumbai slum overpopulation ground patient outnumber bed ward icu healthcare worker rally bed add ward icu surg ward turn ward every speciality fight,"19.071217,72.929863,23km",,,,,1,1,
1175,2020-06-12,6:33:01,rajnairbjp,Raj🇮🇳Nair,who win race homeopathy or allopathy,"19.071217,72.929863,23km",,,,1,,,
1176,2020-06-12,6:32:59,parthanarayan,Partha Narayan Dash,but people eat virus rosgulla laddu non performance along corona wine,"19.071217,72.929863,23km",,,,1,,,
1177,2020-06-12,6:29:54,hemant_ghai,Hemant Ghai,big day back mth concern number rise corona case dow s p bad day since march when drop rally hope smooth reopen dow future bounce point,"19.071217,72.929863,23km",,,,1,,,
1178,2020-06-12,6:03:57,rajaharshvardh5,RAJA HARSH VARDHAN,mere desh fariston ki kami nhi bhut log corona kaal help niswarth kar rhe hai amitabh sir akshay ji salman ji aur v aise hi maharashtra k private school se due fee ka list pay kar den logo ko milega future student prey,"19.071217,72.929863,23km",1,,,,,,
1179,2020-06-12,6:01:07,intrustqms,Dr. Sanjeev !!,who compromise rm manufacturer distributor hospital lab doctor one kill un fateful,"19.071217,72.929863,23km",,,,1,,,
1180,2020-06-12,6:01:00,ikckalyan,Al Hikmah - Library & Books Store,tawakkul time corona pandemic watch premiere <NEUTRAL> friday june pm pm <OBJECT> dr furqan murumkar video series jih kalyan unit,"19.071217,72.929863,23km",,,,1,,,
1181,2020-06-12,5:53:53,garodiaarun,arun,british airway call sotheby’s art collection distress sale business help cash strap airline corona crisis which wallop business work damien hirst bridget riley could go hammer,"19.071217,72.929863,23km",,,,,,1,1
1182,2020-06-12,5:43:43,manojchheda67,Manoj Chheda,corona virus stats via dailyhunt download,"19.071217,72.929863,23km",,,,1,,,
1183,2020-06-12,5:18:18,rajneeshagrawa1,RAJNEESH AGRAWAL,unfortunate go corona rank n day worldwide,"19.071217,72.929863,23km",,,,1,,,
1184,2020-06-12,5:02:07,kaderarsiwala,Abdul Kader Arsiwala,ab toh corona case ke update dekhna bhi band kar diya way score kya chal raha hai <PISSED>,"19.071217,72.929863,23km",,,,,1,,1
1185,2020-06-12,4:57:01,pawar_ash,ashok kumar,what obligation central corona like national calamity when raise or state,"19.071217,72.929863,23km",,,,1,,,
1186,2020-06-12,4:52:20,rajneeshagrawa1,RAJNEESH AGRAWAL,time india india proud dr ankit bharat meerut who migrate u after medical study vellore college n lung transplant hope patient who damage lung due corona virus,"19.071217,72.929863,23km",1,1,1,,,,
1187,2020-06-12,4:46:24,rajneeshagrawa1,RAJNEESH AGRAWAL,time india unfortunate india gain rank constantly n last day go corona case rank worldwide behind u brazil n russia,"19.071217,72.929863,23km",,,,,,,1
1188,2020-06-12,4:44:33,neelsaxena8,Neel Saxena,leave yr back bollywood n moh maya ki im indian shef n animal lover lockdown corona period hv learn lot positive thing apne lie jeena kitna hai aur bejubano ke lie jeena kitna aasan,"19.071217,72.929863,23km",,,,,,,1
1189,2020-06-12,4:43:26,rajneeshagrawa1,RAJNEESH AGRAWAL,time india unfortunate play data number n not agree corona reach community transmission stage least metro city like mumbai n delhi thousand get infect daily basis,"19.071217,72.929863,23km",,,,,1,,1
1190,2020-06-12,4:17:41,vijaygu24894752,Vijay Gupta,mumbai kandiwali west bhabrekar nagar corona positive mile hain or yahan par bahut jagah par sabko corona ho raha hai pls police help karo,"19.071217,72.929863,23km",,,,,1,,
1191,2020-06-12,4:14:30,shaurabhphoto,ठाकुर साहब,बाबा कि हम slc नै see नै देश मे सब दिन corona patient के ठीक मे आ slc करोड़ के पर ॅंया,"19.071217,72.929863,23km",,,,1,,,
1192,2020-06-12,4:09:21,rupinsh,RUPINS flavor House,corona negative or treat move b when vaccine prepared review top,"19.071217,72.929863,23km",,,,1,,,
1193,2020-06-12,4:04:25,chhari_ritesh,Ritesh Chhari,aisa hai corona control pe dhyan do kejriwal se fir kabhi lad logon ko corona khatam nahi hua abhi,"19.071217,72.929863,23km",,,,,,,1
1194,2020-06-12,3:35:45,prakash13506122,Prakash Vishwakarma,sarkar ko ba pani chain india bata sabji re ani ko le sabji corona re sabji le ma,"19.071217,72.929863,23km",,,,1,,,
1195,2020-06-12,3:30:39,anuranjan14,I m a hunter ......,likha karo bhai ulta kya bose bose chal safe corona but ha tere agar na lage toh dekh kahi se le baki main toh enjoy kar hi raha hu,"19.071217,72.929863,23km",,,,1,,,
1196,2020-06-12,3:21:30,saggydcomposer,Sagar,let corona party,"19.071217,72.929863,23km",,,,1,,,
1197,2020-06-12,2:44:09,rajeevkashikar,RK,sad last survive music what era unwell due old age nothing do corona attend due lock spoke two daughter son law also manoharida son,"19.071217,72.929863,23km",,,,,,,1
1198,2020-06-12,2:43:11,20_harsh,Harsh,corona virus do not spread contain pm president’s spread people don’t follow social distance hygiene likhne ke thoda toh ke kya likh rahe ho,"19.071217,72.929863,23km",,,,,,,1
1199,2020-06-12,2:38:47,chiragrgohil,Chirag Gohil,hello sir जय श्री <SAD>  sir year daughter lose job year back today thing wife literally home corona pandemic not allow see daughter also last month sir,"19.071217,72.929863,23km",,,,,1,1,
1200,2020-06-12,2:38:42,aniketshikhare,Aniket,desh hai sarkar bhi hai ye koi bullah aa k desh nahi chalata aur corona hai kya sab minister apna kaam chod de aur corona lag jaye kya jaaa ja kr apna kaam kar se,"19.071217,72.929863,23km",,,,,,,1
1201,2020-06-12,2:14:02,doc__gram,Abrar Tattapure,people medical knowledge doctor not make corona vaccine till yet,"19.071217,72.929863,23km",,,,,,1,
1202,2020-06-12,2:03:53,naveenchomal,Adv. Naveen Chomal,actually thoda little little ji <LAUGH> precise official corona death record people die hunger much corona infect kill simple <LOVE>,"19.071217,72.929863,23km",,,,,,1,1
1203,2020-06-12,2:01:47,krshn24,Krishna Swamy,answer who corona father,"19.071217,72.929863,23km",,,,1,,,
1204,2020-06-12,2:01:07,neelster,neelster,field day twitter gujarat cm corona gujarat <HAPPY> country which direction high living know thanks,"19.071217,72.929863,23km",,,,1,,,
1205,2020-06-12,1:59:11,parassoni,Paras Soni,rally koi desh main corona ka hai hai himmat ke apne desh main chala jaye aap ho <SAD>,"19.071217,72.929863,23km",,,,,,1,
1206,2020-06-12,1:54:45,faizanparabtani,Faizan,stress put natural make wonder what after corona control fire draught happen one fundamental question why do god create man,"19.071217,72.929863,23km",,,,1,,,
1207,2020-06-12,1:54:42,beingadarshhh,Adarsh,corona <LAUGH>,"19.071217,72.929863,23km",,,,1,,,
1208,2020-06-12,1:50:47,naveenchomal,Adv. Naveen Chomal,wonder corona pakistan <HAPPY> <HAPPY>  great i’slamic how survive,"19.071217,72.929863,23km",,,,,1,,
1209,2020-06-12,1:50:45,zubairkhan7668,Zubair Khan - زبیر خان - ज़ुबैर ख़ान,need one people not follow rule properly corona case increase badly request ji another need,"19.071217,72.929863,23km",,,,,,,1
1210,2020-06-12,1:48:44,kumarbhatia1806,Kumar Bhatia,gujarat model if corona count hit day stop test <LAUGH>,"19.071217,72.929863,23km",,,,1,,,
1211,2020-06-12,1:47:57,khabrilaallive,Khabrilaal (खबरीलाल),ने दी corona warrior को श्रद्धांजलि देखें एक video,"19.071217,72.929863,23km",,,,,,,1
1212,2020-06-12,1:45:35,sweetsimpleho,Jaan Ke Kya Karoge 😒,ye corona gaa,"19.071217,72.929863,23km",,,,1,,,
1213,2020-06-12,1:45:29,kumarbhatia1806,Kumar Bhatia,why do not give maharashtra bjp day do less test like gujarat surely bring corona count <LAUGH>,"19.071217,72.929863,23km",,,,,,,1
1214,2020-06-12,1:42:30,asimbanik,@sim,do u know sir flight ticket cost month salary cannot survive sir please give u verdict hope get money back sir ticket come home bcz corona but flight cancel come train after day get credit shell,"19.071217,72.929863,23km",,,,,1,1,
1215,2020-06-12,1:40:04,palakhileshpal,akhilesh pal,jab corona nahi mar iska matlab h ki tum corona se bhi bade virus ho aam aadmi ki se tum kaise mar jaoge,"19.071217,72.929863,23km",,,,,,,1
1216,2020-06-12,1:37:43,jimmymltr,jimmy george,overheard conversation yeh corona khatam hote hote metro toh aa hi positivity still alive,"19.071217,72.929863,23km",,,,1,,,
1217,2020-06-12,1:35:00,navimumbainet,Navi Mumbai Network,panvel municipal corporation report new covid case june total tally go,"19.071217,72.929863,23km",,,,,,,1
1218,2020-06-12,1:33:52,balsotraojas,OJAS BALSOTRA,mehndi laga ke je lene tujhe gorii tera corona,"19.071217,72.929863,23km",,,,1,,,
1219,2020-06-12,1:32:16,aftabshaikh005,AFTAB SHAIKH,do u hv data testing lac day seem ok not which state do well which type preparation do covid think lockdown cure corona do not developed work well health system ppl r die outside hospital,"19.071217,72.929863,23km",,,,,1,1,1
1220,2020-06-12,1:30:50,parth623,Parth,open everything day go strict lockdown day lock lock terrace allot one bmc official who open door when someone corona symptom do assure corona military bmc help,"19.071217,72.929863,23km",,,,,1,,
1221,2020-06-12,1:22:06,vj_bhandari,Vijay Bhandari,ko goli kyu nhi marte hai kyu raha hai desh ko sabko aur inke uper corona ki test karo,"19.071217,72.929863,23km",,,,,,,1
1222,2020-06-12,1:22:01,darth_danin,ninad hasn't,situation like way million day start train daily new case mumbai go k k one month lockdown place would corona free but <PISSED>,"19.071217,72.929863,23km",,,,,,1,1
1223,2020-06-12,1:18:45,chaiwaliladki,Shweta,jab tak yeh corona jayega ki ki ho,"19.071217,72.929863,23km",,,,1,,,
1224,2020-06-12,1:18:45,mangha7,Shravan Manghani,guess who score game jesus corona jesus corona,"19.071217,72.929863,23km",,,,1,,,
1225,2020-06-12,1:16:55,realsolanki,Hardik Solanki,toh hai corona se,"19.071217,72.929863,23km",,,,1,,,
1226,2020-06-12,1:16:12,shuklarajinc,Raj Shukla,ek or lapar wahi hui jaa rahi ैदापुर hospital jo insan ko apni corona test karwate hai unki report bi mahine baad wali ke aa rahi waha test sahi ho rahi hai ya sab ram barose sab chal raha hai,"19.071217,72.929863,23km",,,,,1,1,1
1227,2020-06-12,1:16:02,shahidansarijou,Shahid Ansari,कोरोना का इलाज अब और से,"19.071217,72.929863,23km",,,,1,,,
1228,2020-06-12,1:15:26,ameet_om,अमित ॐ,congress ko ke corona ki raul vinci word poverty state mind,"19.071217,72.929863,23km",,,,1,,,
1229,2020-06-12,1:13:47,sirajnoorani,Journalist Siraj Noorani,new case report last hr patient lose life state total corona positive case stand death,"19.071217,72.929863,23km",,,,,,1,1
1230,2020-06-12,1:13:23,parwez_khan16,Parwez Khan,jaan ki ya ki ki ki se nahin koi,"19.071217,72.929863,23km",,,,1,,,
1231,2020-06-12,1:11:33,canbeyourlawyer,ishikaaaaaaa,if anyone probably every lover,"19.071217,72.929863,23km",,,,1,,,
1232,2020-06-12,1:10:51,vidisharoy2,Vidisha Roy,term handle corona two state share thread <LAUGH> incompetent core,"19.071217,72.929863,23km",,,,1,,,
1233,2020-06-12,1:09:12,shadaabconfi,Shadaab Qureshi,india cross become th bad hit start inning late but maintain run rate well india win world cup man match guess,"19.071217,72.929863,23km",,,,,,,1
1234,2020-06-12,1:07:35,kluzener,M Merchant,yeh corona virus jaisa koi bawasir virus nahi hai kya free mein denge,"19.071217,72.929863,23km",,,,1,,,
1235,2020-06-12,1:06:56,ahmedali1791,Ahmed Ali,bahot hai bhayyia india top corona,"19.071217,72.929863,23km",,,,,,,1
1236,2020-06-12,1:05:04,cayashjain1,Yash Jain 🇮🇳,corona front line warrior,"19.071217,72.929863,23km",,,,1,,,
1237,2020-06-12,1:00:44,samislerin,One who care's to say it louder...,indian please enjoy way corona race number ahead not far away usa great mile bjp modi bhakth see india number anything during bjp modi rule enjoy u,"19.071217,72.929863,23km",,,,,,1,1
1238,2020-06-12,0:59:13,sanketbeing,Sanket,tweet seem blame politician policy rather corona virus virus who blame first instance not if blame add xi jinping who successfully contain transmission,"19.071217,72.929863,23km",,,,,,,1
1239,2020-06-12,0:58:45,nancy34149417,Nancy,quarantine member say state government stop test if u don’t symptom not do corona test dat ok but der system one come body wear mask inside dey provide old use,"19.071217,72.929863,23km",,,,,,,1
1240,2020-06-12,0:57:26,imkv21,Karan Varma,sure think state corona win sort <DOUBT>,"19.071217,72.929863,23km",,,,1,,,
1241,2020-06-12,0:55:56,kunaalsawant,Kunal Sawant,public toh public fix,"19.071217,72.929863,23km",,,,1,,,
1242,2020-06-12,0:52:40,kocharpulkit,Pulkit Kochar,ye corona ke chakkar mein ghar jana bhi gta ke mission jaisa ho gaya hai,"19.071217,72.929863,23km",,,,,,,1
1243,2020-06-12,0:49:57,rkgupta1212,rajesh gupta,sir need friend whose family living lose brother father due corona friend stay nallasopara want take mother sister law who test negative house but society not allow guide,"19.071217,72.929863,23km",,,,,1,1,
1244,2020-06-12,0:48:40,qasim_says_,𝐐𝐚𝐬𝐢𝐦 𝐇𝐮𝐬𝐚𝐢𝐧,corona के जय हो corona के जय हो लाख टच कर लिए हमने मुझे इस की मै देश नहीं बचने <HAPPY> ोरोना िहार,"19.071217,72.929863,23km",,,,,,,1
1245,2020-06-12,0:48:11,citynewsmumbai1,CITY NEWS MUMBAI,june,"19.071217,72.929863,23km",,,,1,,,
1246,2020-06-12,0:48:04,ishwarsha27,Ishwar Sharma,corona situation explain,"19.071217,72.929863,23km",,,,1,,,
1247,2020-06-12,0:45:00,shubham23551902,Shubham .S. Singh,dil ne yeh kha hai dil distance ka kro nhi toh corona se phirse,"19.071217,72.929863,23km",,,,,,,1
1248,2020-06-12,0:44:58,blithesoul_,Zeall R Soni,where make fun girl cover face scarf where cover face corona,"19.071217,72.929863,23km",,,,1,,,
1249,2020-06-12,0:44:28,harshabhambhan1,Harsha bhambhani,curfew warna top everyone world corona virus economy fir ban life nahi aata hai,"19.071217,72.929863,23km",,,,1,,,
1250,2020-06-12,0:40:14,the_cmow,The Common Man On Wheels,new desh corona mukt vaccine chalu,"19.071217,72.929863,23km",1,1,1,,,,
1251,2020-06-12,0:38:43,rahulkesari37,rahul,corona case mumbai why hell lockdown ease people still move eat fafda  <SYMBOLS>,"19.071217,72.929863,23km",,,,,1,1,
1252,2020-06-12,0:36:15,anuruddh6268,Anuruddh Tripathi,ha bhai but kab tak sab log pareshan honge ye corona jaldi se dipak ke jaye sab sahi ho,"19.071217,72.929863,23km",,,,,,1,
1253,2020-06-12,0:35:49,two_wheel_monk,Rishabh Ojha,mein chup gaye corona ka bahana khatam ho gaya,"19.071217,72.929863,23km",,,,1,,,
1254,2020-06-12,0:32:54,brainonrent,Brain On Rent,why hell need something like corona enough destroy world,"19.071217,72.929863,23km",,,,,,1,1
1255,2020-06-12,0:31:27,tina_pandit,Tina Pandit,course mumbai but not increase corona many people lose family member take serious govt plz take strict step great hope govt mumbai,"19.071217,72.929863,23km",,,,,1,1,
1256,2020-06-12,0:30:01,mumbaimirror,Mumbai Mirror,watch isolation protection help maintain social distance time corona,"19.071217,72.929863,23km",,,,1,,,
1257,2020-06-12,0:29:50,vedss_,Vedika,first post corona go hit different,"19.071217,72.929863,23km",,,,1,,,
1258,2020-06-12,0:28:02,ashishdubey12,@ashishevents,within two kilometer single doctor open even after get notice bmc not everyone go private hospital prevention common disease also call corona due which today mumbai cross china or,"19.071217,72.929863,23km",,,,,1,1,1
1259,2020-06-12,0:22:41,khamoshvivek,Vivek Sharma,expert discuss next wave corona virus usa when do previous wave end also million case mean never wave,"19.071217,72.929863,23km",,,,1,,,
1260,2020-06-12,0:20:53,abdulsa04027265,عبدالسلام انصاري,corona से लड़ने के लिये की कमी है और बिहार में लड़ने के लिये हज़ार lead लगा दी ये नहीं तो क्या है,"19.071217,72.929863,23km",,,,1,,,
1261,2020-06-12,0:19:27,imkushal27,Kushal Thakur,humble request mr corona do not take life poor people country   lot minister politician country if really hungry eat do not need,"19.071217,72.929863,23km",,,,,,1,1
1262,2020-06-12,0:16:44,basant_bhoruka,Basant Bhoruka 🇮🇳,<LAUGH> <LAUGH> <HAPPY> kisi ne bhi mask laga nahi rakha aise rahe hain jaise khud corona ho,"19.071217,72.929863,23km",,,,,1,,1
1263,2020-06-12,0:12:59,vrajmehta24,Vraj Mehta,gaya kya chodu kahika khudhka desh toh nahi aur hume dene chala khudke yaha toh sare aur corona se maar rahe dekh pahle,"19.071217,72.929863,23km",,,,,,,1
1264,2020-06-12,0:10:31,darth_danin,ninad hasn't,corona season wish come true,"19.071217,72.929863,23km",,,,1,,,
1265,2020-06-12,0:08:07,two_wheel_monk,Rishabh Ojha,aap genius ho aur corona ke baad ho gayi hogi,"19.071217,72.929863,23km",,,,1,,,
1266,2020-06-12,0:04:53,ankiitjain,ankiitjain,mask ek bahana hain main ko dikhane ke nahi raha,"19.071217,72.929863,23km",,,,1,,,
1267,2020-06-12,0:03:52,anil21595,Anil Mishra,sir ji humare liye bhi kuch kar dijiye sab chalu ho jayega aur corona khatam ho jayega lekin ab gaon ki yaad aa rhi hai samjh ke madad kar dijiye jana hai hogi aur karoge sir ji,"19.071217,72.929863,23km",,,,,1,,
1268,2020-06-12,0:03:05,mkanwar2020,MOHAMMAD KHALID ANWAR HINDI,today corona update india total case total recovery case total death case close case total active case report worldometer last update today new case case,"19.071217,72.929863,23km",,,,1,,,
1269,2020-06-12,0:01:38,iamooohday,Uday Chauhan,ye modiji ke praya hai jo aaj hum itne aage hai corona mein desh ka ho raha hai modi bharat proud moment congress ke jalenge,"19.071217,72.929863,23km",,,,,,,1
1270,2020-06-12,0:00:40,prasenp18,Prasanna Venkatesh,corona confuse,"19.071217,72.929863,23km",,,,1,,,
1271,2020-06-11,23:56:10,f3newsofficial,F3News,new case report new corona positive case death report mumbai mumbai total positive case death maharashtra total death toll,"19.071217,72.929863,23km",,,,,,1,1
